,Case,DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량
0,0.0,22.0,0.0,23.1102078182232,84.8700002,623.1878277684906,3.7560355777857906,1407.5922881834615,1407.5922881834615,0.0376,0.0376,7470.999,7470.999,0.0,0.0,7471.036599999999,7471.036599999999
1,0.0,22.0,1.0,29.32542316,67.3181921066395,404.7105807467322,2.1510692766982222,1328.651334152326,2736.243622335787,0.0,0.0376,0.0,7470.999,246.92,246.92,246.92,7717.9565999999995
2,0.0,22.0,2.0,29.66333338,63.7467426912858,533.8637405798705,2.362040869395151,1403.6749784316453,4139.9186007674325,0.0,0.0376,235.50151294581502,7706.500512945815,0.0,246.92,235.50151294581502,7953.458112945815
3,0.0,22.0,3.0,19.593309146277,85.1128085672212,405.17746821482837,1.7004065514040416,1254.0310338230051,5393.949634590438,0.0,0.0376,193.68244936510814,7900.182962310923,565.1312882984544,812.0512882984543,758.8137376635625,8712.271850609377
4,0.0,22.0,4.0,19.4091508254367,75.4641575036531,355.8166667,3.114232444020608,1474.9481344456658,6868.897769036103,0.0,0.0376,114.253821493137,8014.43678380406,0.0,812.0512882984543,114.253821493137,8826.525672102514
5,0.0,22.0,5.0,27.4797481280644,91.6855487462511,640.0706378688785,3.2271522197605353,2721.4459238298996,9590.343692866003,0.0,0.0376,2961.983132960404,10976.419916764464,9242.350000000002,10054.401288298457,12204.333132960406,21030.85880506292
6,0.0,22.0,6.0,12.4483333746592,86.9915280101001,633.4694534381478,2.4012524782863927,2397.629709532057,11987.97340239806,6364.083172697713,6364.120772697713,228.19138017414335,11204.611296938607,9242.350000000006,19296.751288298463,15834.624552871861,36865.48335793478
7,0.0,22.0,7.0,23.8047470273353,72.3587040386388,478.5645732352231,6.444717776817217,1337.4871988929442,13325.460601291004,4011.1025683533544,10375.223341051067,3831.581135945318,15036.192432883925,1183.3610721707776,20480.11236046924,9026.044776469449,45891.52813440423
8,0.0,22.0,8.0,25.0942124437568,80.0983608301857,382.9146101294322,3.590510436965123,1275.683694803022,14601.144296094026,6099.490936931189,16474.714277982257,2131.94343036759,17168.135863251515,3069.701801123121,23549.81416159236,11301.1361684219,57192.66430282613
9,0.0,22.0,9.0,24.6434889241667,68.9362762471476,415.1643317411591,3.4952988179020332,2300.380325995529,16901.524622089557,0.0,16474.714277982257,9928.800000000005,27096.93586325152,0.0,23549.81416159236,9928.800000000005,67121.46430282613
10,0.0,22.0,10.0,21.8966852936877,85.9317833799622,427.2588337786744,3.724657256789067,1974.204857780247,18875.729479869802,0.0,16474.714277982257,454.0017334246369,27550.937596676158,4914.087087143578,28463.90124873594,5368.088820568215,72489.55312339435
11,0.0,22.0,11.0,27.2105065411388,66.809551746547,446.69058198725577,3.5723915643536244,1310.8104965041375,20186.53997637394,0.0,16474.714277982257,0.0,27550.937596676158,0.0,28463.90124873594,0.0,72489.55312339435
12,0.0,22.0,12.0,24.4116251572409,66.9392829555008,327.4166667,2.5818227190787493,1955.3548463809448,22141.894822754883,15592.296344885059,32067.010622867314,3171.6600191146626,30722.59761579082,4609.3861597005825,33073.287408436525,23373.342523700303,95862.89564709464
13,0.0,22.0,13.0,22.146272099834,72.5225780987527,321.8833333,5.315930993600301,1912.3810812874922,24054.275904042377,5575.540933358159,37642.55155622547,9763.320000000009,40485.91761579083,2796.6684068233585,35869.955815259884,18135.529340181525,113998.42498727617
14,0.0,22.0,14.0,24.2321514656597,84.8666676414081,392.9817971287097,4.715052448812664,1366.3976216211038,25420.673525663482,17145.215939823443,54787.76749604892,1509.4092820377602,41995.326897828585,1686.957546986427,37556.913362246305,20341.58276884763,134340.0077561238
