,Case,DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량
0,0.0,16.0,0.0,32.3663250167932,60.2913759465887,619.6885662290424,2.3138880516960243,2001.0065241094567,2001.0065241094567,0.0,0.0,0.0,0.0,141.55899496810204,141.55899496810204,141.55899496810204,141.55899496810204
1,0.0,16.0,1.0,27.9865358426911,69.9155833490469,611.2824759519932,2.7589267212145043,2379.8055286849976,4380.812052794454,0.0,0.0,0.0,0.0,0.0,141.55899496810204,0.0,141.55899496810204
2,0.0,16.0,2.0,25.8143339913562,79.8968377416129,368.101851851644,1.7,2053.304029900482,6434.116082694936,0.0,0.0,49.00820466534991,49.00820466534991,177.3665035042258,318.92549847232783,226.37470816957568,367.93370313767775
3,0.0,16.0,3.0,22.7718528264488,84.63499972,656.2173839875841,3.937195036802681,1251.865,7685.981082694936,0.0,0.0,0.0,49.00820466534991,0.0,318.92549847232783,0.0,367.93370313767775
4,0.0,16.0,4.0,24.6526120316931,83.1651420456635,573.7371666321926,7.061417852664873,1860.6616097199208,9546.642692414856,0.0,0.0,122.635292412377,171.64349707772692,161.22819634836947,480.1536948206973,283.86348876074646,651.7971918984242
5,0.0,16.0,5.0,21.6469264152892,83.4737285678878,363.083333333333,2.33711973147458,1251.865,10798.507692414856,0.0,0.0,535.4225612462981,707.066058324025,84.22997877145342,564.3836735921507,619.6525400177514,1271.4497319161756
6,0.0,16.0,6.0,30.826575181065103,78.9762287751803,379.00607946430614,2.19120972049327,1373.762710314606,12172.270402729464,4765.831205651052,4765.831205651052,0.0,707.066058324025,290.70916388394846,855.0928374760992,5056.5403695350005,6327.990101451176
7,0.0,16.0,7.0,24.8827446058749,72.8056077449698,425.9277317908568,1.7,2232.8596189256377,14405.1300216551,14714.111223402037,19479.942429053088,4132.236484734343,4839.302543058368,0.0,855.0928374760992,18846.34770813638,25174.33780958756
8,0.0,16.0,8.0,25.3228924052745,81.4630697111945,407.513041838092,4.325719151345084,2477.972091387167,16883.102113042267,0.0,19479.942429053088,0.0,4839.302543058368,640.5510654411626,1495.6439029172618,640.5510654411626,25814.888875028722
9,0.0,16.0,9.0,20.6752654503719,82.88333333,641.2721772354171,4.00940549919484,1628.1398243949693,18511.241937437237,11104.472036402245,30584.41446545533,2051.940423046908,6891.2429661052765,1743.4427644984341,3239.086667415696,14899.855223947587,40714.74409897631
