,Case,DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량
0,0.0,13.0,0.0,24.0215455227464,66.9392980284174,599.9091387475697,3.8283627038868175,1781.0140962643914,1781.0140962643914,0.0,0.0,9462.82,9462.82,101.1131078923531,101.1131078923531,9563.933107892353,9563.933107892353
1,0.0,13.0,1.0,13.1114907994547,57.0324038520047,499.1523116980194,2.497483231320138,2042.5180993728027,3823.532195637194,0.0,0.0,0.0,9462.82,30.16,131.2731078923531,30.16,9594.093107892353
2,0.0,13.0,2.0,12.3000105414071,56.319678706452,475.4854809921075,3.939585397767437,1251.865,5075.397195637194,0.0,0.0,7124.8264653913575,16587.646465391357,0.0,131.2731078923531,7124.8264653913575,16718.91957328371
3,0.0,13.0,3.0,23.8885094333965,57.0639981527828,726.8792288179845,2.876570220283712,1839.0469741028028,6914.444169739997,0.0,0.0,296.7346892989759,16884.381154690334,469.258359767225,600.5314676595781,765.9930490662009,17484.91262234991
4,0.0,13.0,4.0,18.3223772867136,50.8384702543901,382.26141272934905,3.1715184763362316,1251.865,8166.309169739997,0.0,0.0,0.0,16884.381154690334,0.0,600.5314676595781,0.0,17484.91262234991
5,0.0,13.0,5.0,25.5173354697982,64.7514420841165,432.3093478350752,1.7,2742.2983563306875,10908.607526070684,0.0,0.0,333.327407567288,17217.70856225762,57.51160996229092,658.043077621869,390.8390175295789,17875.75163987949
6,0.0,13.0,6.0,26.7539587693691,65.1683528950632,453.0548983453187,2.388665250272572,2757.699683970027,13666.307210040712,13313.54804832796,13313.54804832796,6937.60095253978,24155.3095147974,219.82480681407245,877.8678844359415,20470.973807681814,38346.7254475613
7,0.0,13.0,7.0,13.9433962084212,72.7692739439295,643.9471570294626,1.7,1504.4326889556048,15170.739898996317,12960.274118256806,26273.822166584767,0.0,24155.3095147974,0.0,877.8678844359415,12960.274118256806,51306.999565818114
8,0.0,13.0,8.0,32.5233329772949,63.6988286430558,514.0873187181706,1.7,2734.709760746143,17905.44965974246,17345.122287337064,43618.94445392183,1217.7052824783236,25373.014797275726,268.9142199520796,1146.782104388021,18831.741789767468,70138.74135558557
9,0.0,13.0,9.0,32.9150004704793,55.9830761185788,437.4472562661863,3.0350463027823413,1323.0111576043248,19228.460817346782,17656.112494595796,61275.056948517624,170.51976248076355,25543.53455975649,339.08930988522246,1485.8714142732435,18165.72156696178,88304.46292254736
