,Case,DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량
0,0.0,0.0,0.0,22.2111442101758,81.83500023,541.7433291068295,2.368933478151087,2731.995,2731.995,0.0,0.0,0.0,0.0,8.467962535649438,8.467962535649438,8.467962535649438,8.467962535649438
1,0.0,0.0,1.0,33.3970887964915,35.5733356541448,422.0356618384977,2.659094624206669,2550.3834858086466,5282.3784858086465,0.0,0.0,0.0,0.0,0.0,8.467962535649438,0.0,8.467962535649438
2,0.0,0.0,2.0,20.761927850558,63.6355996904359,578.7089595811158,3.055026356426392,1251.865,6534.243485808646,0.0,0.0,0.0,0.0,0.0,8.467962535649438,0.0,8.467962535649438
3,0.0,0.0,3.0,30.2067965898841,55.4896508517543,417.421849055875,3.840839911224351,1251.865,7786.108485808647,0.0,0.0,402.5150156242344,402.5150156242344,189.5481520131961,198.01611454884554,592.0631676374305,600.53113017308
4,0.0,0.0,4.0,21.8902286726158,23.0820773555609,593.3687843536529,3.6299379010851958,2486.0513729919658,10272.159858800613,0.0,0.0,675.3202742666342,1077.8352898908686,113.10950139984953,311.1256159486951,788.4297756664837,1388.9609058395636
5,0.0,0.0,5.0,16.6291851262484,82.0016669,462.37769258722483,2.8078134473625047,1359.707085635608,11631.86694443622,0.0,0.0,7241.423571732651,8319.258861623519,221.59606150764043,532.7216774563356,7463.019633240291,8851.980539079854
6,0.0,0.0,6.0,24.1346688814422,63.5915024638676,594.2711640549402,2.9934613451650556,1838.0410265442983,13469.90797098052,14180.945,14180.945,1263.605063998578,9582.863925622098,0.0,532.7216774563356,15444.550063998578,24296.530603078434
7,0.0,0.0,7.0,28.1881572901157,46.6083590203307,523.2079994520318,2.9302541466997285,1956.343950048702,15426.251921029221,13976.147160685021,28157.09216068502,1492.639034092815,11075.502959714913,0.0,532.7216774563356,15468.786194777836,39765.31679785627
8,0.0,0.0,8.0,28.9679022850845,35.5469985841144,563.0589907702853,2.0059521326418985,1830.0916418027618,17256.343562831982,5119.189765658291,33276.28192634331,666.8029101365748,11742.305869851487,1423.5364705895793,1956.2581480459148,7209.529146384445,46974.84594424072
9,0.0,0.0,9.0,27.5979581498314,77.9456981646902,575.5618394452584,5.0261538863182,3011.114226723288,20267.457789555272,18564.6,51840.88192634331,378.16900986127155,12120.47487971276,0.0,1956.2581480459148,18942.76900986127,65917.61495410198
