,Case,DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량
0,0.0,19.0,0.0,26.1115606095755,68.1286442270922,721.9075072383703,2.3625231093248127,1838.5089576414427,1838.5089576414427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,19.0,1.0,24.9337853875793,66.7193616960813,576.751496345135,2.206777766419675,2777.621098080798,4616.130055722241,0.0,0.0,222.441,222.441,0.0,0.0,222.441,222.441
2,0.0,19.0,2.0,23.861365855826,55.1915959597047,556.8011996561619,3.8990187435315793,1251.865,5867.995055722241,0.0,0.0,25.40234887736003,247.84334887736003,0.0,0.0,25.40234887736003,247.84334887736003
3,0.0,19.0,3.0,18.6174476564805,64.4735708752667,686.627161377379,3.568868614448955,1251.865,7119.860055722242,0.0,0.0,0.0,247.84334887736003,116.9164575216173,116.9164575216173,116.9164575216173,364.75980639897733
4,0.0,19.0,4.0,23.2609631251166,54.4066092884508,491.2507337429237,3.889748757742195,1435.7355226771967,8555.595578399438,0.0,0.0,580.6571384659,828.5004873432599,0.0,116.9164575216173,580.6571384659,945.4169448648772
5,0.0,19.0,5.0,26.8666759087608,64.6532589195412,433.7696823189584,7.1153985881802,1571.985098277414,10127.580676676851,0.0,0.0,0.0,828.50048734326,270.6287841643506,387.5452416859679,270.6287841643506,1216.045729029228
6,0.0,19.0,6.0,21.7935048718303,67.5658459245009,441.2851406191762,4.01064084445704,2271.0555073552678,12398.636184032119,6460.48879087258,6460.48879087258,4575.684689814471,5404.185177157731,680.6999004541832,1068.245142140151,11716.873381141235,12932.919110170464
7,0.0,19.0,7.0,34.952816604776,56.4714288138196,357.9333333,2.210503443021972,3207.25499999991,15605.891184032029,14354.937939030911,20815.42672990349,3413.6009231175485,8817.78610027528,3772.9773447733583,4841.22248691351,21541.516206921817,34474.435317092284
8,0.0,19.0,8.0,21.9342828938244,73.8845163697417,369.715364220496,6.133264069469601,1645.5105441046637,17251.401728136694,18564.6,39380.02672990349,878.3533616431148,9696.139461918394,959.6926691820876,5800.915156095597,20402.646030825203,54877.08134791748
9,0.0,19.0,9.0,22.0797645623458,82.88333333,427.94289833117017,1.7,3210.39496855141,20461.796696688103,16068.679618553131,55448.70634845662,0.0,9696.139461918394,1228.2529179328994,7029.168074028496,17296.93253648603,72174.01388440351
10,0.0,19.0,10.0,25.9788870472257,75.9689883774672,487.5567817384473,3.573280119390988,2037.0173682781442,22498.814064966245,0.0,55448.70634845662,6116.8938286115535,15813.033290529947,1087.7702380232683,8116.938312051765,7204.664066634822,79378.67795103833
11,0.0,19.0,11.0,23.4673032795594,53.746749609281,429.3767618114068,2.886227440014716,2052.883071034882,24551.69713600113,3594.3364012844722,59043.04274974109,4634.474657815301,20447.50794834525,3702.072446554009,11819.010758605775,11930.883505653783,91309.56145669211
12,0.0,19.0,12.0,24.0334478877937,61.8870321945814,501.75866542817994,3.9831240948306723,2721.3820381083306,27273.079174109458,5201.8014606161205,64244.844210357216,0.0,20447.50794834525,0.0,11819.010758605775,5201.8014606161205,96511.36291730824
13,0.0,19.0,13.0,31.7125622109564,50.4288414121293,592.0234825853897,2.879102996480765,1251.865,28524.94417410946,18564.60000000001,82809.44421035722,894.1099057232796,21341.61785406853,1106.6777697816117,12925.688528387385,20565.3876755049,117076.75059281313
