,Case,DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량
0,0.0,3.0,0.0,31.4891699329415,56.0627777191478,455.11499224848325,3.4432631631861117,2217.302297068555,2217.302297068555,0.0,0.0,48.376,48.376,0.0,0.0,48.376,48.376
1,0.0,3.0,1.0,24.931432172578,19.81250012,754.2739621403,3.496998455238934,1368.5308356664048,3585.8331327349597,0.0,0.0,0.0,48.376,0.0,0.0,0.0,48.376
2,0.0,3.0,2.0,24.8319471598506,43.4989522500526,627.4414901123013,3.8223363585993626,1827.3202080724777,5413.153340807437,0.0,0.0,0.0,48.376,0.0,0.0,0.0,48.376
3,0.0,3.0,3.0,30.658016646996103,58.5938154950861,547.8293152183018,3.51240184986207,1317.087620195318,6730.240961002755,0.0,0.0,353.43288055231596,401.80888055231594,0.0,0.0,353.43288055231596,401.80888055231594
4,0.0,3.0,4.0,20.9484045217002,35.6246554961538,806.2933330873002,2.4194856430713294,1391.8821909273336,8122.123151930089,0.0,0.0,0.0,401.80888055231594,116.27880250336506,116.27880250336506,116.27880250336506,518.087683055681
5,0.0,3.0,5.0,18.9603986378562,79.084430847154,460.633518851504,2.621060689164474,1434.9506554307197,9557.073807360808,0.0,0.0,7789.139123134781,8190.948003687096,186.25280462928163,302.5316071326467,7975.3919277640625,8493.479610819744
6,0.0,3.0,6.0,23.4795135915709,59.7679538669716,506.74229005208167,3.1388469214581285,1251.865,10808.93880736081,2516.4154,2516.4154,880.0442082369673,9070.992211924064,0.0,302.5316071326467,3396.459608236967,11889.93921905671
7,0.0,3.0,7.0,28.0957762913159,61.2309058344761,488.897151923961,2.0576728416485146,1251.865,12060.80380736081,2495.9276274821323,5012.343027482132,880.6193444715058,9951.61155639557,0.0,302.5316071326467,3376.546971953638,15266.486191010348
8,0.0,3.0,8.0,24.2902148855498,54.5783147786848,631.0503549853684,4.217354171179266,1251.865,13312.66880736081,18555.3176999999,23567.660727482034,1194.9239239046042,11146.535480300174,0.0,302.5316071326467,19750.241623904505,35016.727814914855
9,0.0,3.0,9.0,25.7713492462136,74.230707332573,514.0991152639265,2.827742049673044,1700.2883173636546,15012.957124724464,6220.331405197442,29787.992132679476,1412.084669894632,12558.620150194805,181.21264714996548,483.74425428261213,7813.62872224204,42830.3565371569
10,0.0,3.0,10.0,27.8385541260914,51.8437200899576,628.9714056588924,4.631840422661134,2707.0160376486597,17719.973162373124,3621.5479560383073,33409.54008871778,0.0,12558.620150194805,4630.512227740215,5114.256482022827,8252.060183778522,51082.41672093542
11,0.0,3.0,11.0,31.846699535184797,44.5379942183836,399.3386531820568,2.4367495223931663,1992.5884683395211,19712.561630712644,18145.346742391204,51554.88683110899,0.0,12558.620150194805,0.0,5114.256482022827,18145.346742391204,69227.76346332661
12,0.0,3.0,12.0,27.2920099202905,46.6766060558984,638.2032057608365,3.205114787884166,1506.748403020434,21219.31003373308,18564.60000000001,70119.486831109,1133.3823473432062,13692.002497538011,4455.008836055249,9569.265318078076,24152.991183398466,93380.75464672508
13,0.0,3.0,13.0,26.8060747655543,18.19333324,433.08102295259687,3.3948775134217293,1508.6213843573933,22727.931418090473,17312.004335417376,87431.49116652638,5700.37374605852,19392.376243596533,0.0,9569.265318078076,23012.378081475894,116393.13272820099
14,0.0,3.0,14.0,24.99327761739613,35.77390284314226,619.1470958777854,3.151429546285935,1251.865,23979.79641809047,4120.499895972364,91551.99106249874,1649.2791058429964,21041.655349439527,3883.2862860559776,13452.551604134054,9653.065287871339,126046.19801607232
15,0.0,3.0,15.0,17.54164629368,75.65666618,787.3525222544483,1.879566829158272,1857.4747555280608,25837.271173618534,17339.92182000669,108891.91288250542,5610.928617157009,26652.58396659654,0.0,13452.551604134054,22950.8504371637,148997.04845323603
16,0.0,3.0,16.0,23.4170237417756,55.6308340030574,1425.0238095238,2.6078151862311616,2092.943457900559,27930.21463151909,4773.413343332193,113665.32622583762,288.0912102163128,26940.67517681285,452.6721746193992,13905.223778753452,5514.176728167905,154511.22518140392
17,0.0,3.0,17.0,20.2840670419533,47.6267352013645,519.2092337206595,2.349944840606341,1661.9776695009334,29592.192301020026,17467.197748653874,131132.5239744915,6690.969190459244,33631.64436727209,0.0,13905.223778753452,24158.166939113118,178669.39212051703
18,0.0,3.0,18.0,34.6793551409821,71.3676689047446,572.5330963850906,2.7795026298642926,2909.4349999999995,32501.627301020024,18255.19,149387.7139744915,0.0,33631.64436727209,895.4588798231566,14800.68265857661,19150.648879823155,197820.0410003402
19,0.0,3.0,19.0,24.30233755326,69.8597010595324,387.5743051151363,4.99808405240376,1356.525403374655,33858.15270439468,88.90911989298209,149476.62309438447,0.0,33631.64436727209,0.0,14800.68265857661,88.90911989298209,197908.95012023317
20,0.0,3.0,20.0,17.634107685647,67.9522378282615,447.31165346257666,1.7,1289.4956313800053,35147.648335774684,0.0,149476.62309438447,0.0,33631.64436727209,0.0,14800.68265857661,0.0,197908.95012023317
21,0.0,3.0,21.0,22.899771661614,56.6794925258404,444.273771781547,2.887918754886217,1262.3118447171205,36409.960180491806,0.0,149476.62309438447,102.25034937923517,33733.89471665133,48.40169142264724,14849.084349999257,150.6520408018824,198059.60216103506
22,0.0,3.0,22.0,29.6401962781422,81.811667,618.8420315551112,3.516109629452484,1418.7123670861736,37828.672547577975,69.185389892339,149545.80848427681,0.0,33733.89471665133,0.0,14849.084349999257,69.185389892339,198128.7875509274
23,0.0,3.0,23.0,21.9904501904836,79.0113973582516,470.99404054885014,1.7,1251.865,39080.53754757798,52.957798424586,149598.7662827014,259.719334202387,33993.614050853714,187.24496732201095,15036.329317321268,499.922099948984,198628.70965087638
24,1.0,3.0,0.0,29.7902111726628,80.4660733458455,524.3863241504151,2.511550379624716,1251.865,1251.865,0.0,0.0,259.903,259.903,113.21874438147644,113.21874438147644,373.12174438147645,373.12174438147645
25,1.0,3.0,1.0,23.6919440952895,34.1430349613365,428.45471126438633,4.930334140500991,1251.865,2503.73,0.0,0.0,3565.586,3825.4889999999996,0.0,113.21874438147644,3565.586,3938.707744381476
26,1.0,3.0,2.0,19.6344458974366,64.556977396549,464.0172816472586,3.691365634421146,1448.4952359095798,3952.22523590958,0.0,0.0,0.0,3825.489,16.158121595397,129.37686597687343,16.158121595397,3954.8658659768735
